timestamp,name,input_url,action,status,page_url,http_status,bytes,detail
2025-12-18T12:50:44Z,Studio Laucke Siebein,https://studio-laucke-siebein.com/,fetch_homepage,ok,https://studio-laucke-siebein.com/,200,1999,
2025-12-18T12:50:44Z,Studio Laucke Siebein,https://studio-laucke-siebein.com/,classify,ok,,,,Unclear_missing: Insufficient text or no about page
2025-12-18T12:50:44Z,Giacomo Nanni,https://giacomonanni.info/,fetch_homepage,start,https://giacomonanni.info/,,,
2025-12-18T12:50:45Z,Giacomo Nanni,https://giacomonanni.info/,fetch_homepage,ok,https://giacomo.website,200,11082,
2025-12-18T12:50:45Z,Giacomo Nanni,https://giacomonanni.info/,classify,ok,,,,Unclear_missing: Insufficient text or no about page
2025-12-18T12:50:45Z,Arthur Teboul,https://arthurteboul.com/,fetch_homepage,start,https://arthurteboul.com/,,,
2025-12-18T12:50:46Z,Arthur Teboul,https://arthurteboul.com/,fetch_homepage,ok,https://arthurteboul.com/,200,116993,
2025-12-18T12:50:46Z,Arthur Teboul,https://arthurteboul.com/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:50:46Z,Studio Moniker,https://studiomoniker.com/,fetch_homepage,start,https://studiomoniker.com/,,,
2025-12-18T12:50:46Z,Studio Moniker,https://studiomoniker.com/,fetch_homepage,ok,https://studiomoniker.com/,200,53215,
2025-12-18T12:50:46Z,Studio Moniker,https://studiomoniker.com/,fetch_about,start,https://studiomoniker.com/about,,,
2025-12-18T12:50:47Z,Studio Moniker,https://studiomoniker.com/,fetch_about,ok,https://studiomoniker.com/about,200,63395,
2025-12-18T12:50:47Z,Studio Moniker,https://studiomoniker.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:50:47Z,Alex is Mark,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:50:47Z,Simon Risi,https://www.simonrisi.ch/,fetch_homepage,start,https://www.simonrisi.ch/,,,
2025-12-18T12:50:48Z,Simon Risi,https://www.simonrisi.ch/,fetch_homepage,ok,https://www.simonrisi.ch/,200,16954,
2025-12-18T12:50:48Z,Simon Risi,https://www.simonrisi.ch/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:50:48Z,Flexible Visual Systems,https://flexiblevisualsystems.info/,fetch_homepage,start,https://flexiblevisualsystems.info/,,,
2025-12-18T12:50:48Z,Flexible Visual Systems,https://flexiblevisualsystems.info/,fetch_homepage,ok,https://flexiblevisualsystems.info/,200,174787,
2025-12-18T12:50:48Z,Flexible Visual Systems,https://flexiblevisualsystems.info/,fetch_about,start,https://flexiblevisualsystems.info/about/,,,
2025-12-18T12:50:49Z,Flexible Visual Systems,https://flexiblevisualsystems.info/,fetch_about,ok,https://flexiblevisualsystems.info/about/,200,125263,
2025-12-18T12:50:49Z,Flexible Visual Systems,https://flexiblevisualsystems.info/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:50:49Z,Jonas Elt – Projects,https://jonaselt.es/projects/,fetch_homepage,start,https://jonaselt.es/projects/,,,
2025-12-18T12:50:50Z,Jonas Elt – Projects,https://jonaselt.es/projects/,fetch_homepage,ok,https://jonaselt.es/projects/,200,1667,
2025-12-18T12:50:50Z,Jonas Elt – Projects,https://jonaselt.es/projects/,classify,ok,,,,Unclear_missing: Insufficient text or no about page
2025-12-18T12:50:50Z,Building Paris,https://www.buildingparis.fr/index/,fetch_homepage,start,https://www.buildingparis.fr/index/,,,
2025-12-18T12:50:51Z,Building Paris,https://www.buildingparis.fr/index/,fetch_homepage,ok,https://www.buildingparis.fr/index/,200,164825,
2025-12-18T12:50:51Z,Building Paris,https://www.buildingparis.fr/index/,fetch_about,start,https://www.buildingparis.fr/about/,,,
2025-12-18T12:50:52Z,Building Paris,https://www.buildingparis.fr/index/,fetch_about,ok,https://www.buildingparis.fr/about/,200,22457,
2025-12-18T12:50:52Z,Building Paris,https://www.buildingparis.fr/index/,fetch_about,start,https://www.buildingparis.fr/about,,,
2025-12-18T12:50:54Z,Building Paris,https://www.buildingparis.fr/index/,fetch_about,ok,https://www.buildingparis.fr/about/,200,22457,
2025-12-18T12:50:54Z,Building Paris,https://www.buildingparis.fr/index/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:50:54Z,Lena Weber,https://lenaweber.com/,fetch_homepage,start,https://lenaweber.com/,,,
2025-12-18T12:50:55Z,Lena Weber,https://lenaweber.com/,fetch_homepage,ok,https://lenaweber.com/,200,237008,
2025-12-18T12:50:55Z,Lena Weber,https://lenaweber.com/,fetch_about,start,https://lenaweber.com/about,,,
2025-12-18T12:50:56Z,Lena Weber,https://lenaweber.com/,fetch_about,ok,https://lenaweber.com/about,200,183684,
2025-12-18T12:50:56Z,Lena Weber,https://lenaweber.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:50:56Z,Monomodular,http://www.monomodular.de/index.html,fetch_homepage,start,http://www.monomodular.de/index.html,,,
2025-12-18T12:50:56Z,Monomodular,http://www.monomodular.de/index.html,fetch_homepage,ok,http://www.monomodular.de/index.html,200,5213,
2025-12-18T12:50:56Z,Monomodular,http://www.monomodular.de/index.html,fetch_about,start,http://www.monomodular.de/legal-information.html,,,
2025-12-18T12:50:57Z,Monomodular,http://www.monomodular.de/index.html,fetch_about,error,http://www.monomodular.de/legal-information.html,404,808,
2025-12-18T12:50:57Z,Monomodular,http://www.monomodular.de/index.html,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:50:57Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_homepage,start,https://hallointer.net/davidliebermann-de,,,
2025-12-18T12:50:58Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_homepage,ok,https://hallointer.net/davidliebermann-de,200,3152608,
2025-12-18T12:51:00Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,start,mailto:info@hallointer.net,,,
2025-12-18T12:51:00Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,error,mailto:info@hallointer.net,,,
2025-12-18T12:51:00Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,start,https://hallointer.net/simonrogers-info,,,
2025-12-18T12:51:00Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,ok,https://hallointer.net/simonrogers-info,200,3152608,
2025-12-18T12:51:02Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,start,https://hallointer.net/poeticcomputation-info,,,
2025-12-18T12:51:02Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,fetch_about,ok,https://hallointer.net/poeticcomputation-info,200,3152608,
2025-12-18T12:51:04Z,David Liebermann (Hallointer),https://hallointer.net/davidliebermann-de,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:04Z,Cody Marian,https://codymarian.com,fetch_homepage,start,https://codymarian.com,,,
2025-12-18T12:51:04Z,Cody Marian,https://codymarian.com,fetch_homepage,ok,https://www.codymarian.com/,200,49494,
2025-12-18T12:51:04Z,Cody Marian,https://codymarian.com,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:51:04Z,Turner Motion,https://www.turnermotion.com/,fetch_homepage,start,https://www.turnermotion.com/,,,
2025-12-18T12:51:05Z,Turner Motion,https://www.turnermotion.com/,fetch_homepage,ok,https://www.turnermotion.com/,200,103033,
2025-12-18T12:51:05Z,Turner Motion,https://www.turnermotion.com/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:51:05Z,Federico Antonini,http://www.federicoantonini.info/,fetch_homepage,start,http://www.federicoantonini.info/,,,
2025-12-18T12:51:05Z,Federico Antonini,http://www.federicoantonini.info/,fetch_homepage,ok,http://www.federicoantonini.info/,200,82633,
2025-12-18T12:51:05Z,Federico Antonini,http://www.federicoantonini.info/,fetch_about,start,http://www.federicoantonini.info/info/,,,
2025-12-18T12:51:06Z,Federico Antonini,http://www.federicoantonini.info/,fetch_about,ok,http://www.federicoantonini.info/info/,200,49129,
2025-12-18T12:51:06Z,Federico Antonini,http://www.federicoantonini.info/,classify,ok,,,,Unclear_missing: Insufficient text or no about page
2025-12-18T12:51:06Z,ell.yot,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:06Z,Manuel Bürger,https://manuelbuerger.com/welcome,fetch_homepage,start,https://manuelbuerger.com/welcome,,,
2025-12-18T12:51:07Z,Manuel Bürger,https://manuelbuerger.com/welcome,fetch_homepage,ok,https://manuelbuerger.com/welcome,200,200065,
2025-12-18T12:51:07Z,Manuel Bürger,https://manuelbuerger.com/welcome,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:07Z,Barış Çavuşoğlu,https://bariscavusoglu.info/,fetch_homepage,start,https://bariscavusoglu.info/,,,
2025-12-18T12:51:08Z,Barış Çavuşoğlu,https://bariscavusoglu.info/,fetch_homepage,ok,https://bariscavusoglu.info/,200,5526,
2025-12-18T12:51:08Z,Barış Çavuşoğlu,https://bariscavusoglu.info/,fetch_about,start,https://bariscavusoglu.info/bio.html,,,
2025-12-18T12:51:09Z,Barış Çavuşoğlu,https://bariscavusoglu.info/,fetch_about,ok,https://bariscavusoglu.info/bio.html,200,5024,
2025-12-18T12:51:09Z,Barış Çavuşoğlu,https://bariscavusoglu.info/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:09Z,Matteo Guarnaccia,https://matteoguarnaccia.com/,fetch_homepage,start,https://matteoguarnaccia.com/,,,
2025-12-18T12:51:10Z,Matteo Guarnaccia,https://matteoguarnaccia.com/,fetch_homepage,ok,https://matteoguarnaccia.com/,200,220864,
2025-12-18T12:51:10Z,Matteo Guarnaccia,https://matteoguarnaccia.com/,fetch_about,start,https://matteoguarnaccia.com/about,,,
2025-12-18T12:51:11Z,Matteo Guarnaccia,https://matteoguarnaccia.com/,fetch_about,ok,https://matteoguarnaccia.com/about,200,207711,
2025-12-18T12:51:11Z,Matteo Guarnaccia,https://matteoguarnaccia.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:11Z,Atelier Tout Va Bien,https://ateliertoutvabien.com/,fetch_homepage,start,https://ateliertoutvabien.com/,,,
2025-12-18T12:51:13Z,Atelier Tout Va Bien,https://ateliertoutvabien.com/,fetch_homepage,ok,https://ateliertoutvabien.com/,200,595306,
2025-12-18T12:51:13Z,Atelier Tout Va Bien,https://ateliertoutvabien.com/,fetch_about,start,https://ateliertoutvabien.com/infos/,,,
2025-12-18T12:51:15Z,Atelier Tout Va Bien,https://ateliertoutvabien.com/,fetch_about,ok,https://ateliertoutvabien.com/infos/,200,109529,
2025-12-18T12:51:15Z,Atelier Tout Va Bien,https://ateliertoutvabien.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:15Z,Jonathan Castro Alejos,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Pablo Delcan,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Baenziger Hug,https://www.baenziger-hug.com/,fetch_homepage,start,https://www.baenziger-hug.com/,,,
2025-12-18T12:51:15Z,Baenziger Hug,https://www.baenziger-hug.com/,fetch_homepage,ok,https://www.baenziger-hug.com/,200,16609,
2025-12-18T12:51:15Z,Baenziger Hug,https://www.baenziger-hug.com/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:51:15Z,Domenique Marchini,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Shiqing Chen,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Javier Jaén,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Provinciali,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,John Alcorn,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Push Pin Studios,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,George Maciunas,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Robert Filliou,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Frakestain Magazine,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Victor Papanek,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Experimental Jetset,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Ben Denzer,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Spin Studio (MUBI),nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Giga Studio,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Paul Rand,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Pierre Faucheux,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Quentin Fiore,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,schultzschultzgrafik,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,basil.js,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,Studio FNF,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:15Z,ScheffeShields – 333 Deluxe Merch,https://scheffeshields.com/work/333-deluxe-merchb,fetch_homepage,start,https://scheffeshields.com/work/333-deluxe-merchb,,,
2025-12-18T12:51:16Z,ScheffeShields – 333 Deluxe Merch,https://scheffeshields.com/work/333-deluxe-merchb,fetch_homepage,error,https://scheffeshields.com/work/333-deluxe-merchb,404,3449,
2025-12-18T12:51:27Z,Daniela Comani,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Timm Ulrichs,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Wim Delvoye,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Alighiero Boetti,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Rebecca Horn,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Lorenzo Serraglia,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Michel Show,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Stelarc,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Jon Rafman,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Martin DeVido,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,The Okamecke,https://www.theokamecke.com/,fetch_homepage,start,https://www.theokamecke.com/,,,
2025-12-18T12:51:27Z,The Okamecke,https://www.theokamecke.com/,fetch_homepage,ok,https://www.theokamecke.com/,200,3063,
2025-12-18T12:51:27Z,The Okamecke,https://www.theokamecke.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:27Z,Félix González-Torres,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:27Z,Simon Weckert,https://simonweckert.com/,fetch_homepage,start,https://simonweckert.com/,,,
2025-12-18T12:51:28Z,Simon Weckert,https://simonweckert.com/,fetch_homepage,ok,https://simonweckert.com/,200,47083,
2025-12-18T12:51:28Z,Simon Weckert,https://simonweckert.com/,fetch_about,start,https://simonweckert.com/about.html,,,
2025-12-18T12:51:29Z,Simon Weckert,https://simonweckert.com/,fetch_about,ok,https://simonweckert.com/about.html,200,33484,
2025-12-18T12:51:29Z,Simon Weckert,https://simonweckert.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:29Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_homepage,start,https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,,,
2025-12-18T12:51:29Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_homepage,ok,https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,200,25590,
2025-12-18T12:51:29Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,start,https://www.deappel.nl/en/menu/513/514-mission,,,
2025-12-18T12:51:31Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,ok,https://www.deappel.nl/en/menu/513-about/514-mission,200,16353,
2025-12-18T12:51:31Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,start,https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story#,,,
2025-12-18T12:51:33Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,ok,https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,200,26144,
2025-12-18T12:51:33Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,start,https://www.deappel.nl/en/menu/513-about/13183-privacy-policy,,,
2025-12-18T12:51:34Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,fetch_about,ok,https://www.deappel.nl/en/menu/513-about/13183-privacy-policy,200,17350,
2025-12-18T12:51:34Z,Erica Scourti – The Outage / Her story (de Appel archive),https://www.deappel.nl/en/archive/books/20091-erica-scourti-the-outage-her-story,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:34Z,Jonas Fischer,https://www.jonas-fischer.com/,fetch_homepage,start,https://www.jonas-fischer.com/,,,
2025-12-18T12:51:34Z,Jonas Fischer,https://www.jonas-fischer.com/,fetch_homepage,ok,https://www.jonas-fischer.com/,200,38624,
2025-12-18T12:51:34Z,Jonas Fischer,https://www.jonas-fischer.com/,fetch_about,start,https://www.jonas-fischer.com/info,,,
2025-12-18T12:51:36Z,Jonas Fischer,https://www.jonas-fischer.com/,fetch_about,ok,https://www.jonas-fischer.com/info,200,33182,
2025-12-18T12:51:36Z,Jonas Fischer,https://www.jonas-fischer.com/,classify,ok,,,,Unclear_missing: Ambiguous signals
2025-12-18T12:51:36Z,Bertrand Lavier,nan,row,exception,,,,'float' object has no attribute 'strip'
2025-12-18T12:51:36Z,Sasha Sime,https://www.instagram.com/sasha_sime/,fetch_homepage,start,https://www.instagram.com/sasha_sime/,,,
2025-12-18T12:51:36Z,Sasha Sime,https://www.instagram.com/sasha_sime/,fetch_homepage,ok,https://www.instagram.com/sasha_sime/,200,799416,
2025-12-18T12:51:36Z,Sasha Sime,https://www.instagram.com/sasha_sime/,classify,ok,,,,Unclear_missing: Insufficient text or no about page
2025-12-18T12:51:36Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_homepage,start,https://www.domesticstreamers.com/,,,
2025-12-18T12:51:36Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_homepage,ok,https://www.domesticstreamers.com/,200,160036,
2025-12-18T12:51:37Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,start,https://www.domesticstreamers.com/about/,,,
2025-12-18T12:51:38Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,ok,https://www.domesticstreamers.com/about/,200,249836,
2025-12-18T12:51:38Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,start,https://www.domesticstreamers.com/privacy-statement/,,,
2025-12-18T12:51:40Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,ok,https://www.domesticstreamers.com/privacy-statement/,200,30449,
2025-12-18T12:51:40Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,start,https://www.domesticstreamers.com/accessibility-statement/,,,
2025-12-18T12:51:42Z,Domestic Data Streamers,https://www.domesticstreamers.com/,fetch_about,ok,https://www.domesticstreamers.com/accessibility-statement/,200,29710,
2025-12-18T12:51:42Z,Domestic Data Streamers,https://www.domesticstreamers.com/,classify,ok,,,,Interdisciplinary: mentions_art and keywords include interdisciplinary terms
2025-12-18T12:51:42Z,Luna Maurer – Living Agenda,https://lunamaurer.com/poly-luna/4/living-agenda.html,fetch_homepage,start,https://lunamaurer.com/poly-luna/4/living-agenda.html,,,
2025-12-18T12:51:42Z,Luna Maurer – Living Agenda,https://lunamaurer.com/poly-luna/4/living-agenda.html,fetch_homepage,ok,https://lunamaurer.com/poly-luna/4/living-agenda.html,200,89476,
2025-12-18T12:51:42Z,Luna Maurer – Living Agenda,https://lunamaurer.com/poly-luna/4/living-agenda.html,fetch_about,start,https://lunamaurer.com/poly-luna/4/infocus.html,,,
